Company,Content,Date,LinkSrc,Title
SBS,북한이 지난해 6·12 북미정상회담 합의에도 여전히 수십 개의 핵무기와 핵물질을 보유하고 있으며 앞으로도 생산할 것으로 보인다고 ,13분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=055&aid=0000707129,"美 연구소, ""北, 수십 개 핵무기 보유…계속 생산할 수 있어"""
파이낸셜뉴스,한강하구에서 만난 남북 (서울=연합뉴스) 남북 공동한강하구수로 조사가 시작된 5일 강화 교동도 북단 한강하구에서 윤창휘 공동조사 ,14분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004169549,한강하구 해도 전달.. 판문점서 남북 군사 실무접촉
한겨레,“지금 지지자들이야 으으 하지만,14분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=028&aid=0002441576, 이정미 “정치 쉽게 생각하면 큰코 다쳐” 황교안에 충고   
뉴스1,(서울=뉴스1) 김윤경 기자 = 북한이 29일(현지시간) 자국의 비핵화 노력에 대해 미국이 상응조치를 취한다면 두 나라 관계가  ,14분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811364,"주제네바 北대사 ""美,상응조치하면 관계 빠르게 발전""(종합)"
뉴시스,【서울=뉴시스】 공군이 김해기지에서 KC-330 공중급유기 전력화 행사를 실시한다고 30일 전했다. KC-330 공중급유기가 활 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039207,"공군, 공중급유기 전력화"
뉴시스,【서울=뉴시스】 공군이 김해기지에서 KC-330 공중급유기 전력화 행사를 실시한다고 30일 전했다. 사진은 KC-330 공중급유 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039206,"공군, KC-330 공중급유기 전력화"
뉴시스,【서울=뉴시스】 공군이 김해기지에서 KC-330 공중급유기 전력화 행사를 실시한다고 30일 밝혔다. KC-330 공중급유기가 급 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039205,우리 공군에 배치된 공중급유기
뉴시스,【서울=뉴시스】 공군이 김해기지에서 KC-330 공중급유기 전력화 행사를 실시한다고 30일 밝혔다. KC-330 공중급유기 급유 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039204,전투기에 급유 준비하는 승무원
뉴시스,【서울=뉴시스】 공군이 김해기지에서 KC-330 공중급유기 전력화 행사를 실시한다고 30일 밝혔다. KC-330 공중급유기가 활 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039203,공군  KC-330 공중급유기 전력화
연합뉴스,(서울=연합뉴스) 김승두 기자 = 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석한 시각장애인이 점자로 읽고 있 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610045,점자로 읽는 시각장애인
연합뉴스,(서울=연합뉴스) 김승두 기자 = 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석한 시각장애인이 점자로 읽고 있 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610044,점자로 읽는 시각장애인
뉴스1,(서울=뉴스1) 성도현 기자 = 공군의 첫 공중급유기(KC-330) '시그너스'(Cygnus)가 30일 전력화 행사를 한다. 올 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811362,공중급유기 '시그너스' 전력화…내년 7월부터 정상작전
조세일보,홍영표 더불어민주당 원내대표는 30일 경기도 화성의 삼성전자 비메모리 사업장을 찾아 현장의 목소리를 들을 예정이다. 홍 원내대표 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=123&aid=0002199316," 홍영표 ""기업현장 교감 확대""…이 총리 이어 삼성전자 방문"
KBS,바른미래당 김관영 원내대표가 국회의원 이해충돌 방지 문제를 풀기 위해 이번 기회에 본격 법제화를 모색해야 한다며 여야가 모 ,15분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010666481,"김관영 “이해충돌 방지, 법제화 모색할 때”…국회 복귀 촉구"
서울경제,[서울경제] 홍영표 더불어민주당 원내대표가 30일 “기업현장과의 교감을 적극 활성화하고 혁신성장의 속도감을 높일 수 있는 방안을 ,16분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=011&aid=0003496817,"홍영표 ""기업현장과 적극 교감···혁신성장 속도감 높일 것"""
뉴스1,(서울=뉴스1) 정은지 기자 = 자유한국당은 곽상도 의원이 국회법에 따른 '정상적 절차'를 통해 입수한 자료를 활용해 대통령 딸 ,16분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811356,"한국당, '대통령 가족' 불법 개인정보 유출 논란에 ""합법적 자료"""
KBS,자유한국당 곽상도 의원이 문재인 대통령 외손자의 학적 서류를 공개한 데 대해 더불어민주당 박광온 최고위원이 정치적 이득을 노리 ,17분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010666480,박광온 “대통령 손주 학적부 공개는 국회의원 권한 밖…비이성적”
조선일보,국제 인권단체 ‘엠네스티’는 문재인 대통령에게 북한 당국에 억류자 생사 관련 정보 제공을 요청해달라고 촉구했다. 영국 런던에 본 ,17분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003424723,"엠네스티 ""文 대통령, 北에 억류자 생사정보 요청해달라"""
뉴스1,(서울=뉴스1) 최종무 기자김세현 기자 = 박광온 더불어민주당 최고위원은 29일 곽상도 자유한국당 의원이 문재인 대통령의 딸  ,17분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811352,"박광온 ""대통령 손자 학적까지 파헤친 건 아동사찰·범죄"""
세계일보,일본 정부와 각 매체가 ‘일본군 위안부 문제의 상징’ 김복동 할머니의 죽음을 애써 외면하고 있다. 일본 정부는 28일 김 할머니 ,17분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003337291,日정부·매체 ‘위안부 상징’ 김복동 할머니 사망 애써 외면 [특파원+]
스포츠경향,[속보] 법원 “드루킹 노회찬에 정치자금 전달” 온라인뉴스팀 sportskyunghyang@kyunghyang.com ▶ [스 ,18분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=144&aid=0000593675,"[속보] 법원 “드루킹, 노회찬에 정치자금 전달”"
뉴스1,(서울=뉴스1) 배상은 기자박혜연 기자 = 강경화 외교부 장관이 30일 일본군 위안부 피해자 고(故) 김복동 할머니의 빈소를  ,18분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811350,"강경화, 故김복동 할머니 조문 ""역사 속에 길이 남아주소서"""
연합뉴스,(전주=연합뉴스) 김동철 기자 = 광주고법 전주재판부 제1형사부는 선거를 앞두고 홍보성 기사를 싣는 대가로 지역 잡지 대표에게  ,19분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610029,"""홍보기사 실어달라""…돈 준 군산시의원 직위상실형"
조세일보,나경원 자유한국당 원내대표는 30일 여당이 손혜원 의원 사태에 대해 물타기를 하기 위해 여러 가지 주장을 하는데 손 의원에 대 ,19분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=123&aid=0002199315," 나경원 ""손혜원 국정조사 수용하면 이해충돌 전수조사 해도 좋다"""
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 제20회 장애인정책조정위원회를 주재하고 있다. 201 ,20분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610026,총리 주재 장애인정책조정위원회
동아일보,하태경 바른미래당 최고위원은 행정안전부는 버닝썬 클럽과 강남서의 유착의혹을 즉각 조사해야 한다라고 밝혔다. 하 최고위원은 3 ,20분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=020&aid=0003196262,"하태경 “행안부, 버닝썬-강남경찰서 유착 의혹 즉각 조사하라”"
헤럴드경제,-전날 ‘경제’ 이어 ‘안보’,20분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001493650,"황교안, 출마 선언 후 첫 지방 행선지는 천안함…경제ㆍ안보 집중"
뉴시스,【서울=뉴시스】박준호 기자 = 바른미래당 손학규 대표는 30일 정부의 국가균형발전 프로젝트 일환으로 24조원 규모의 23개 사업 ,20분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039191,"손학규 ""文정부, 포퓰리즘 못 벗어나면 내리막길"""
연합뉴스,김동신·권영해·김태영 등 공동대표,21분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610022,'대한민국수호 예비역장성단' 오늘 출범…450여명 참여
헤럴드경제,-北 “美 상응조치시 북미관계 놀랍게 발전” -北美 예년과 달리 상호 비판ㆍ설전 사라져 [헤럴드경제=신대원 기자] 핵과 대량살상 ,21분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001493647,1년 전과 달라진 제네바 군축회의
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610020,장애인정책조정위원회 참석하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610019,장애인정책조정위원회 참석하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610018,장애인정책조정위원회 참석하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610016,장애인정책조정위원회 참석하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610014,장애인정책조정위원회 참석하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 열린 제20회 장애인정책조정위원회에 참석하고 있다.  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610013,장애인정책조정위원회 참석하는 이낙연 총리
이데일리,[이데일리 방인권 기자] 김병준 자유한국당 비상대책위원장(오른쪽)과 나경원 원내대표를 비롯한 의원들이 30일 오전 서울 영등포구 ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302121,[포토]이야기 나누는 김병준 위원장-나경원 원내대표
헤럴드경제,-文정부 예타조사 면제 비판 -“정부 누적적자 눈덩이 우려” [헤럴드경제=이원율 기자] 손학규 바른미래당 대표가 문재인 정부의  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001493644,"손학규 “문재인, 야권때는 토건 그리 비판하더니…”"
이데일리,[이데일리 방인권 기자] 김병준 자유한국당 비상대책위원장과 나경원 원내대표를 비롯한 의원들이 30일 오전 서울 영등포구 여의도  ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302118,[포토]이야기 나누는 김병준-나경원
헤럴드경제,-30일 전력화 행사서 공중급유기 명칭 ‘시그너스’로 명명 -KF-16 이어도 작전시간 기존 5분에서 1시간 추가 가능해져 [헤 ,22분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001493643,"공군의 ‘숙원’ 공중급유기 올해부터 전력화…독도, 이어도 작전시간 획기적 향상"
서울경제,[서울경제] 박주민 더불어민주당 최고위원은 30일 황교안 전 국무총리가 자유한국당 전당대회에 출마하는 것과 관련해 “출마선언문을 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=011&aid=0003496806,"박주민 ""황교안, 출마선언문 말고 반성문부터 써야"""
연합뉴스,(대구=연합뉴스) 이강일 기자 = 대구지법 형사11부(손현찬 부장판사)는 30일 6·13 지방선거 대구시장 경선 때 여론조사 조 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610011,한국당 대구시장 경선 개입 혐의 대구 동구의원 벌금 300만원
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 제20회 장애인정책조정위원회를 주재하고 발언하고 있다 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610010,장애인정책조정위원회서 발언하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 제20회 장애인정책조정위원회를 주재하고 발언하고 있다 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610009,장애인정책조정위원회서 발언하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 제20회 장애인정책조정위원회를 주재하고 발언하고 있다 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610008,장애인정책조정위원회 주재하는 이낙연 총리
연합뉴스,(서울=연합뉴스) 김승두 기자 = 이낙연 국무총리가 30일 정부서울청사에서 제20회 장애인정책조정위원회를 주재하고 발언하고 있다 ,23분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610007,장애인정책조정위원회 주재하는 이낙연 총리
조선일보,손혜원 국정조사 조해주 사퇴 없이 여당과 대화 어려워 민주 12월 임시국회 합의 어겨놓고 필요할 때만 민생국회 운운  ,24분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003424719,"나경원 ""손혜원 국조 받으면 이해충돌 전수조사 수용"""
이데일리,[이데일리 방인권 기자] 김병준 자유한국당 비상대책위원장과 나경원 원내대표를 비롯한 의원들이 30일 오전 서울 영등포구 여의도  ,24분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302117,[포토]나란히 걷는 김병준-나경원
연합뉴스,이정동 경제과학특보도 참석,25분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010610004,"문대통령, 국민경제자문회의 부의장 오찬…경제활력 제고안 논의"
스포츠경향,[속보] 법원 “드루킹 일당 댓글 조작으로 포털사이트 업무 방해” 온라인뉴스팀 sportskyunghyang@kyunghyan ,25분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=144&aid=0000593672,"[속보] 법원 “드루킹 일당, 댓글 조작으로 포털사이트 업무 방해”"
헤럴드경제,-설 앞두고 여론 악화 우려,25분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001493640,설전(前)가상 靑…‘野 공격모드’로 설민심 악화 차단 나섰다
서울경제,[서울경제] 공군은 30일 김해 공군기지에서 정경두 국방부 장관 주관으로 공중급유기 ‘KC-330’ 전력화 행사를 가졌다. 유럽 ,25분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=011&aid=0003496801,공중급유기 ‘KC-330’ 전력화···“전투기 작전능력 신장”
서울경제,[서울경제] 나경원 자유한국당 원내대표는 30일 “여당이 손혜원 의원 사태에 대해 물타기를 하기 위해 여러 가지 주장을 하는데  ,25분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=011&aid=0003496800,"나경원 ""손혜원 국정조사 하면 이해충돌 전수조사 나설 것"""
아시아경제,[아시아경제 임춘한 기자] 하태경 바른미래당 최고위원은 30일 최근 논란이 되고 있는 ‘버닝썬’ 클럽 폭행 사건과 관련해 “행정 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=277&aid=0004404140,하태경 “버닝썬과 강남경찰서 ‘유착’ 의혹 즉각 조사해야”
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에 참석하고 있다. 201 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039177,장애인청책조정위원회 참석하는 이낙연 총리
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언을 하고 있다 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039176,장애인정책조정위원회 주재하는 이낙연 총리
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언을 하고 있다 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039175,모두발언하는 이낙연 총리
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언을 하고 있다 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039174,"이낙연 총리, '장애인정책조정위원회 모두발언'"
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언을 하고 있다 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039173,모두발언하는 이낙연 총리
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에 참석하고 있다. 201 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039172,장애인정책조정위원회 참석하는 이낙연 국무총리
뉴시스,【서울=뉴시스】최진석 기자 = 이낙연 국무총리가 30일 세종로 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언을 하고 있다 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039171,모두발언하는 이낙연 총리
뉴시스,【서울=뉴시스】이재우 이재은 기자 = 조해주 중앙선거관리위원회 상임위원 임명을 놓고 야당 측 반발이 이어지고 있는 가운데 지난  ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039170,조해주 '공명선거특보' 기재 미스터리…백서 등장 과정 묘연
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 정 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039169,발언하는 정갑윤 의원
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 한 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039168,발언하는 한선교
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 심 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039167,발언하는 심재철
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 원 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039166,발언하는 원유철
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 유 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039165,발언하는 유기준 의원
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 유 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039164,발언하는 유기준 의원
뉴시스,【서울=뉴시스】박영태 기자 = 30일 오전 서울 영등포구 여의도 국회에서 열린 자유한국당 비상대책위원회-중진의원 연석회의에서 심 ,27분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009039163,발언하는 심재철 의원
KBS,자유한국당 나경원 원내대표는 손혜원 의원 의혹에 대한 국정조사를 한다면 이해충돌에 관한 국회의원 전수조사를 해도 좋다고 말했 ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010666478,나경원 “손혜원 국정조사 하면 ‘이해충돌’ 전수조사 해도 좋아”
KBS,우리 군의 첫 공중급유기 '시그너스'가 오늘 전력화됩니다. '하늘의 주유소'라고 불리는 공중급유기가 전력화됨에 따라 독도와 이어 ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010666477,첫 공중급유기 ‘시그너스’ 전력화…작전시간 획기적 증가
KBS,어제 정부가 예비타당성조사(이하 예타) 면제 대상 사업들을 발표한 가운데 바른미래당 손학규 대표는 예타 제도는 개별 사업들이  ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010666476,손학규 “예타는 최소한의 안전장치…경기부양 급급해선 안돼”
이데일리,[이데일리 방인권 기자] 김무성 의원이 30일 오전 서울 영등포구 여의도 국회에서 열린 '자유한국당 비대위원회·중진의원 회의' ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302114,[포토]밝게 웃는 김무성 의원
SBS,북한이 지난해 6·12 북미정상회담 합의에도 여전히 수십 개의 핵무기와 생산할 수 있는 물질을 보유하고 있으며 앞으로도 생산할  ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=055&aid=0000707126,"美 연구소 ""北, 수십 개 핵무기 보유…계속 생산할 수 있어"""
이데일리,[이데일리 방인권 기자] 김무성 의원이 30일 오전 서울 영등포구 여의도 국회에서 열린 '자유한국당 비대위원회·중진의원 회의' ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302113,"[포토]'자유한국당, 비대위원회·중진의원 회의' 참석하는 김무성"
서울경제,[서울경제] 이해찬 더불어민주당 대표가 30일 “민주노총에서도 경제사회노동위원회(경사노위)에 공감대가 어느 정도 있는 것으로 확 ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=011&aid=0003496795,"이해찬 ""민주노총, 경사노위 참여 공감대 확인"""
한국경제,지난해 공동조사 내용 반영 수심·해안선·암초 등 표기 [ 이미아 기자 ] 남북 군사당국이 30일 한강하구 해도(海圖) 전달을 위 ,28분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0004086730,"남북, ‘한강하구 海圖’ 전달 판문점 군사실무접촉"
뉴스1,(서울=뉴스1) 안은나 기자 = 이낙연 국무총리가 30일 오전 서울 종로구 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언 ,29분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811326,모두발언하는 이낙연 총리
뉴스1,(서울=뉴스1) 안은나 기자 = 이낙연 국무총리가 30일 오전 서울 종로구 정부서울청사에서 열린 장애인정책조정위원회에 입장하고  ,29분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811325,장애인정책조정위 참석하는 이낙연 총리
이데일리,[이데일리 방인권 기자] 정진석 의원(왼쪽)과 김무성 의원이 30일 오전 서울 영등포구 여의도 국회에서 열린 '자유한국당 비대 ,29분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004302111,"[포토]'자유한국당, 비대위원회·중진의원 회의' 참석하는 정진석-김무성"
아시아경제,[아시아경제 부애리 기자] 정부가 사회간접자본(SOC)사업의 예비타당성조사(예타) 면제 대상을 발표한 가운데 수도권이 제외되면서 ,30분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=277&aid=0004404130,예타 면제 발표 후폭풍…與에서도 '수도권 민심' 우려 목소리
데일리안,30일 오전 서울 여의도 국회에서 열린 민주평화당 제1회 국민경청 최고위원회의에 정동영 민주평화당 대표가 회의를 주재하고 있다. ,30분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=119&aid=0002308811,<포토>민평당 '국민 경청 최고위원회의...마이크를 빌려드립니다'
데일리안,30일 오전 서울 여의도 국회에서 열린 민주평화당 제1회 국민경청 최고위원회의에 정동영 민주평화당 대표가 회의를 주재하고 있다. ,30분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=119&aid=0002308810,<포토>국민경청 최고위원회의 갖는 민주평화당
세계일보,박지원 민주평화당 의원은 30일 자유한국당을 향해 색깔론을 무덤으로 보낼 것을 요구했다. 박 의원은 이날 자신의 페이스북에  ,31분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003337288,"박지원 ""한국당, 색깔론 무덤으로 보내고 어두운 과거와 작별해야"""
뉴스1,(서울=뉴스1) 김다혜 기자 = 한국 정부가 북한에 억류 중인 납북자의 정보를 요구해야 한다고 국제 인권단체인 엠네스티 인터내셔 ,31분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811321,"앰네스티 ""한국 정부, 北에 납북자 정보 요구해야"""
뉴스1,(서울=뉴스1) 안은나 기자 = 이낙연 국무총리가 30일 오전 서울 종로구 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언 ,31분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811322,모두발언하는 이낙연 총리
뉴스1,(서울=뉴스1) 안은나 기자 = 이낙연 국무총리가 30일 오전 서울 종로구 정부서울청사에서 열린 장애인정책조정위원회에서 모두발언 ,31분전,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0003811320,이낙연 총리 '장애등급제 폐지 6개월 앞으로'
